"Drug Name","Dosage Form","USP Apparatus","Speed (RPMs)","Medium","Volume (mL)","Recommended Sampling Times (minutes)","Date Updated"
"Duetetrabenazine","Tablet, Extended Release","II (Paddle) with sinker","75","50 mM potassium biphthalate buffer, pH 3.0","500","2, 4, 6, 8, 10, 12. 16 and 20 hours","11/30/2023"
"Duloxetine HCl","Capsule (Delayed Release) ","","","Refer to USP","","","03/17/2016"
"Dutasteride","Capsule (Soft-Gelatin)","II (Paddle) ","50","Tier I: Dissolution Medium: 0.1 N HCI with 2% (w/v) sodium dodecyl sulfate (SDS) (900 mL) Tier II: Dissolution Medium: 0.1 N HCI with pepsin (as per USP) (450 mL) for the first 25 minutes, followed by addition of 0.1 N HCI with SDS (4% w/v) (450 mL) for the remainder of the dissolution test. ","900 ","15, 30, 45 and 60 ","08/05/2010"
"Dutasteride/Tamsulosin HCl","Capsule","Dutasteride: II (Paddle) with sinker.  Tamsulosin: II (Paddle)","Dutasteride: 75   Tamsulosin: 50","Dutasteride::Tier I: Dissolution Medium: 1%w/v cetyltrimethylammonium bromide (CTAB) in 0.1 N HCl. Tier II: Dissolution Medium: 1% w/v CTAB in 0.1 N HCl with 0.16% w/v pepsin. Tamsulosin:: Acid Stage (0-2 hrs): 0.1 N HCl. Buffer stage: Add 250 mL of 0.2 M Sodium Phosphate Tribasic, Dodecahydrate pH 6.8","Dutasteride: 900. Tamsulosin: Acid stage: 750;           Buffer stage: 1000","Dutasteride: 15, 30, 45 and 60 minutes. Tamsulosin: Acid Stage:  2 hours                  Buffer stage: 0.5, 1, 2, 3, 5, 7 and 10 hours","01/26/2012"
"Edaravone","Suspension","II (Paddle)","75","pH 4.0 Acetate Buffer","900","5, 10, 15, 20 and 30","07/28/2022"
"Efavirenz","Capsule","","","Develop a dissolution method","","","09/15/2023"
"Efavirenz","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Efavirenz 600 mg; Emtricitabine 200 mg; Tenofovir Disoproxil Fumarate 300 mg","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Elacestrant Dihydrochloride","Tablet","II (Paddle)","75","0.01 N HCl","500 for 100 mg; 1000 for 400 mg","5, 10, 15, 30, 45 and 60","05/31/2024"
"Elagolix Sodium","Tablet","II (Paddle)","50","0.05 M Sodium Phosphate, pH 6.8","900","5, 10, 15, 20, 30 and 45","04/22/2021"
"Elagolix Sodium, Estradiol, Norethindrone Acetate; Elagolix Sodium","Capsule","Elagolix: I (Basket)","Elagolix: 100","Elagolix: 0.05M Sodium Phosphate pH 6.8","","10, 15, 20, 25, 30, 45, 60 and 90","02/05/2024"
"Elbasvir/Grazoprevir","Tablet ","I (Basket)","100","Phosphate Buffer, pH 6.8  with 0.45% (w/v) Polysorbate 80","900","10, 15, 20, 30, 45 and 60","07/28/2016"
"Eletriptan Hydrobromide","Tablet","I (Basket)","100","0.1 N HCl","900","5, 10, 15 and 30","04/02/2009"
"Elexacaftor, Ivacaftor, Tezacaftor [FDC:ELE+ IVA+ TEZ]; Ivacaftor [IVA]","Tablet/Tablet (Copackage)","II (Paddle)","FDC: ELE: 75/IVA: 65/TEZ:75; IVA: 75","FDA: ELE: 1.8% (v/v) Polysorbate 20 in 50 mM sodium phosphate, pH 6.8/ IVA: 0.4% (w/v) SLS in 50 mM sodium phosphate, pH 6.8/TEZ: 0.2% (w/v) SLS solution in 0.1N HCl; IVA:  1.8% (v/v) Polysorbate 20 in 50 mM sodium phosphate, pH 6.8","FDC: ELE: 900/IVA: 900/TEZ:900; IVA 900","5, 10, 15, 20 and 30","08/19/2021"
"Eliglustat Tartrate","Capsule","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Eltrombopag Olamine","Suspension","II (Paddle)","50","50 mM potassium phosphate in water, pH 6.8 with 0.2% polysorbate 80","750","4, 8, 12, 15 and 20","10/20/2016"
"Eltrombopag Olamine","Tablet","II (Paddle)","50","0.5% Polysorbate 80 in Phosphate Buffer, pH 6.8 ","900","10, 15, 20, 30, 45, and 60 ","06/07/2012"
"Eluxadoline","Tablet ","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Elvitegravir","Tablet","II (Paddle) with sinker","75","2.0% w/v Polysorbate 80 in 0.01 N HCl  (pH 2.0) at 37 ºC","700 mL for 85 mg tablets; 1000 mL for 150 mg tablets 1000 mL for 150 mg tablets","10, 20, 30, 45 and 60","12/24/2015"
"Empagliflozin","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Empagliflozin/ Metformin HCl","Tablet (Extended Release)  ","I (Basket)","100","Phosphate Buffer, pH 6.8","900","Metformin: 1, 2, 4, 6, 8, 10 and 12 hours: Empagliflozin: 10, 15, 20, 30, 45 and 60 minutes;","01/19/2017"
"Empagliflozin/Linagliptin","Tablet","II (Paddle)","50","pH 6.8 Phosphate Buffer","900","10, 15, 20, 30 and  45","12/24/2015"
"Empagliflozin/Linagliptin/Metformin HCl","Tablet (Extended Release)","I (Basket)","100","Phosphate Buffer, pH 6.8","900","Metformin: 1, 2, 4, 6, 8, 10 and 12 hours: Empagliflozin and Linagliptin: 10, 15, 20, 30, 45 and 60 minutes","04/02/2020"
"Empagliflozin/Metformin HCl","Tablet ","II (Paddle)","50","Phosphate Buffer, pH 6.8 (degas)","900","5, 10, 15, 20 and 30","06/30/2016"
"Emtricitabine","Capsule","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Emtricitabine/Rilpivirine HCl/Tenofovir Alafenamide Fumarate","Tablet ","II (Paddle ","75","Rilpivirine (RPV): 0.5% Polysorbate 20 in 0.01 N HCl; Emtricitabine (ETC) and Tenofovir alafenamide (TAF):  50 mM Sodium Citrate, pH 5.5,","RPV: 1000 mL; ETC and TAF: 500 mL","5, 10, 15, 20, 30 and 45","07/28/2016"
"Emtricitabine/Rilpivirine HCl/Tenofovir Disoproxil Fumarate","Tablet ","II (Paddle) with sinker","75","0.5%(w/w) polysorbate 20 in 0.01N HCl (pH 2.0)","1000","Emtricitabine and Tenofovir: 5, 10, 15, 20 and 30; Rilpivirine: 10, 20, 30, 45, 60, 75, 90 and 120","01/15/2015"
"Emtricitabine/Tenofovir Alafenamide Fumarate","Tablet ","II (Paddle ","75","50 mM Sodium Citrate buffer, pH 5.5","500","5, 10, 15, 20, 30 and 45","07/28/2016"
"Emtricitabine/Tenofovir Disoproxil Fumarate","Tablet","II (Paddle)","50","0.01 N HCl","900","5, 10, 15, 30 and 45","01/03/2007"
"Enalapril Maleate","Tablet","","","Refer to USP","","","09/03/2008"
"Encorafenib","Capsule","II (Paddle) with sinker","100","Ammonium acetate buffer, pH 4.5","900","15, 30, 45 and 60","03/17/2025"
"Entacapone","Tablet","II (Paddle)","50","Phosphate Buffer, pH 5.5","900","10, 20, 30 and 45","01/29/2004"
"Entecavir","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Entrectinib","Capsule","II (Paddle) with Sinker","75","50 mM Potassium Phosphate, pH 6.0 with 0.374% w/v polysorbate 80","1000","15, 20, 30, 45, 60 and 75","08/19/2021"
"Enzalutamide","Tablet","II (Paddle)","50","Phosphate Buffer, pH 7.5","900","5, 10, 15, 20, 30 and 45","05/12/2022"
"Enzalutamide","Capsule","II (Paddle) with sinker","50","Tier 1 Medium: 0.3% cetyl trimethyl ammonium bromide (CTAB) in 0.1 N HCl;Tier 2 Medium:  0.3% CTAB in 0.1 N HCl containing Pepsin 600,000 USP units/L.","900","10, 15, 20, 30 and 45","05/28/2015"
"Eplerenone","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Eprosartan Mesylate","Tablet","II (Paddle)","75","0.2 M Phosphate Buffer, pH 7.5","1000","15, 30, 45 and 60","07/14/2008"
"Eprosartan Mesylate/Hydrochlorothiazide","Tablet","II (Paddle)","75","0.2 M Phosphate Buffer, pH 7.5","1000","10, 20, 30 and 45","02/19/2008"
"Ergocalciferol","Capsule","II (Paddle)","100","0.5 N NaOH with 10% Triton-X-100","500","15, 30, 45, 60 and 90","08/05/2010"
"Erlotinib HCl","Tablet","II (Paddle)","75","0.02% Tween 80 in 0.01 N HCl","1000","5, 10, 15, 20, 30 and 45","10/18/2018"
"Ertugliflozin","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","06/23/2025"
"Erythromycin","Tablet","","","Refer to USP","","","12/24/2015"
"Erythromycin","Tablet (Delayed Release) ","","","Refer to USP","","","10/31/2013"
"Erythromycin Ethylsuccinate","Tablet","","","Refer to USP","","","04/22/2021"
"Erythromycin Ethylsuccinate","Oral granule","","","Develop a dissolution method   ","","","06/30/2016"
"Erythromycin Ethylsuccinate","Suspension","II (Paddle)","75","Monobasic Sodium Phosphate, pH 6.8 Buffer with 1% SLS       Buffer w/ 1% SLS","900","10, 20, 30, 45 and 60","01/27/2004"
"Erythromycin Ethylsuccinate/Sulfisoxazole  Acetyl","Granules for Oral Suspension","","","Develop a dissolution method  ","","","09/02/2010"
"Escitalopram Oxalate","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Escitalopram Oxalate","Capsule","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Eslicarbazepine Acetate","Tablet","II (Paddle)","100","Acetate Buffer, pH 4.5","1000","5, 10, 15, 20, 30 and 45","08/27/2015"
"Esomeprazole Magnesium","Tablet (Orally Disintegrating, Delayed Release)","II (Paddle)","Acid stage: 100; Buffer stage: 75","Acid stage: 0.1 N HCl; Buffer stage: Phosphate Buffer, pH 6.8","Acid stage: 300; Buffer stage: 1000 ","Acid stage: 120; Buffer stage: 5, 10, 20, 30 and 45","04/22/2021"
"Esomeprazole Magnesium","Capsule (Delayed Release Pellets)","","","Refer to USP","","","08/27/2015"
"Esomeprazole Magnesium","For Oral Suspension (Delayed Release)","II (Paddle","100","Acid stage: 0.1 N HCl; Buffer stage: Sodium Phosphate Buffer, pH 6.8 ","Acid stage: 300; Buffer stage: 1000 ","Acid stage: 120; Buffer stage: 10, 20, 30, 45 and 60 ","09/02/2010"
"Esomeprazole Magnesium","Tablet (Delayed Release) ","II (Paddle)","100","Acid stage: 0.1 N HCl; Buffer stage:  Phosphate Buffer, pH 6.8","Acid stage: 300; Buffer stage: 1000  ","Acid stage: 120; Buffer stage: 10, 20, 30, 45 and 60  ","10/20/2016"
"Estazolam","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Esterified Estrogens","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Estradiol","Vaginal Ring","Incubator shaker","130","0.9% Saline","250","1, 9, 16, 17, 18, 19, 45 days","01/03/2007"
"Estradiol","Vaginal Insert","III (Reciprocating Cylinder)","30 dips/min","0.1 N HCl with 0.5% SLS","250","30, 60, 90 and 120","11/01/2024"
"Estradiol","Vaginal Tablet","I (Basket)","40","Phosphate Buffer, pH 4.75 ± 0.05","500","1, 2, 3, 5, 8, 10  and 12 hours","07/21/2009"
"Estradiol (0.014 mg/24 hr)","Film, Transdermal (Extended Release) ","","","Develop a method to characterize in vitro release  ","","","10/28/2010"
"Estradiol (0.025 mg/24 hr, 0.0375 mg/24 hr, 0.05 mg/24 hr, 0.06 mg/24 hr, 0.075 mg/24 hr and 0.1 mg/24 hr)","Film, Transdermal (Extended Release) ","","","Develop a method to characterize in vitro release  ","","","10/28/2010"
"Estradiol (Test 1) (0.025 mg/24 hr, 0.0375 mg/24 hr, 0.05 mg/24 hr, 0.075 mg/24 hr and 0.1 mg/24 hr)","Film, Transdermal (Extended Release) ","VI (Cylinder) attach the patch to a disk at the bottom of the cylinder","50","Water at 32 ± 0.5°C","0.025 mg/24 hr and 0.0375 mg/24 hr: 500 mL; 0.05 mg/24 hr, 0.075 mg/24 hr and 0.1 mg/24 hr: 900 mL","1,  2, 4, 6, 8, 10 and 12  hours","10/28/2010"
"Estradiol (Test 2)  (0.05 mg/24 hr and 0.1 mg/24 hr)","Film, Transdermal (Extended Release) ","V (Paddle over Disk) with a stainless steel disk","50","Water at 32 ± 0.5°C","900","6, 12, 18, 24, 36, 48, 60, 72 and 96 hours","10/28/2010"
"Estradiol (Test 3) 0.0375 mg/24 hr, 0.05 mg/24 hr, 0.075 mg/24 hr and 0.1 mg/24 hr) ","Film, Transdermal (Extended Release) ","VI (Cylinder) attach the patch  to the cylinder with double-sided tape","50","Water at 32 ± 0.5°C","0.0375 mg/24 hr: 500 mL; 0.05 mg/24 hr, 0.075 mg/24 hr and 0.1 mg/24 hr: 900 mL ","1, 2, 4, 6, 10, 12, 18, 24 and 36 hours ","10/31/2013"
"Estradiol/Levonorgestrel","Film, Transdermal (Extended Release)","V (Paddle over Disk) attach the patch to the stainless steel plate with double-sided tape","50","30% Ethanol in water at 32±0.5°C","660","30, 60, 120, 180, 240 and 300","03/30/2023"
"Estradiol/Norethindrone Acetate","Film, Transdermal  (Extended Release)","V (Paddle over Disk)","50","0.24% SDS in water at 32±0.5°C","0.05 mg/0.14 mg/24 hr: 500; 0.05mg/0.25 mg/24 hr: 900","1, 2, 4, 8, 12 and 14 hours","03/30/2023"
"Estradiol/Norethindrone Acetate","Tablet ","","","Develop a dissolution method","","","01/03/2024"
"Estradiol/Norgestimate (1mg/0.09mg)","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Estradiol/Progesterone","Capsule","III (Reciprocating Cylinder) [40 mesh for bottom and top of the inner tube]","","3% sodium lauryl sulfate (SLS) in 0.1N HCl","250","10, 20, 30, 45 and 60","01/30/2020"
"Estramustine Phosphate Sodium","Capsule","","","Develop a dissolution method","","","09/15/2023"
"Estrogens Conjugated Synthetic  A","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Estrogens, Conjugated (EC)/Medroxyprogesterone Acetate (MPA)","Tablet","II (Paddle) with sinker","50","EC: 0.02 M Na Acetate Buffer (pH 4.5); MPA: Develop a dissolution method","900","","09/15/2023"
"Estrogens, Conjugated Synthetic B","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Eszopiclone","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Ethacrynic Acid","Tablet ","","","Refer to USP ","","","12/23/2010"
"Ethambutol HCl","Tablet","","","Develop a dissolution method","","","01/03/2024"
"Ethinyl Estradiol","Tablet ","","","Refer to USP ","","","09/22/2011"
"Ethinyl Estradiol/Ethynodiol Diacetate","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Ethinyl Estradiol/Etonogestrel","Vaginal Ring","","","Develop a method to characterize in vitro release ","","","01/31/2013"
"Ethinyl Estradiol/Levonorgestrel","Transdermal System","V (paddle over disk)","75","0.25% Hydroxypropyl-Beta-Cyclodextrin (HPCD) in Water (Deaerated ), 32±0.5˚C","500","1, 2, 4, 6, 12, 24, 36, 48, 72 and 96 hours","05/12/2022"
"Ethinyl Estradiol/Levonorgestrel","Tablet","","","Develop a dissolution method","","","01/03/2024"
"Ethinyl Estradiol/Norethindrone","Tablet (Chewable)","II (Paddle)","75","0.09% Sodium Lauryl Sulfate in 0.1 N HCl","500","10, 15, 20, 30 and 45 ","01/14/2008"
"Ethinyl Estradiol/Norethindrone","Tablet","","","Refer to USP","","","07/15/2009"
"Ethinyl Estradiol/Norethindrone Acetate","Tablet","","","Refer to USP","","","07/15/2009"
"Ethinyl Estradiol/Norethindrone Acetate","Capsule","II (Paddle)","100","Phosphate Buffer, pH 6.8,  containing 0.07% w/v Triton X 100","900","5, 10, 20, 30, 45, 60 and 75","02/15/2018"
"Ethinyl Estradiol/Norethindrone Acetate [0.01mg,0.01 mg;1 mg]","Tablet (Chewable)","II (Paddle)","75","0.025 M  Na Acetate Buffer with 0.15% Sodium Lauryl Sulfate [SLS] (pH 5.0) [degassed]","500","10, 15, 20, 30 and  45","12/24/2015"
"Ethinyl Estradiol/Norethindrone Acetate [0.02mg;1mg]","Tablet (Chewable)","II (Paddle) ","75","0.025 M Sodium Acetate Buffer with 0.15% SLS, pH 5.0","600","10, 15, 20, 30 and 45 ","02/14/2014"
"Ethinyl Estradiol/Norgestimate","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Ethinyl Estradiol/Norgestimate (AB)","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Ethinyl Estradiol/Norgestrel","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Ethinyl Estradiol; Norelgestromin","Film, Transdermal","Modified USP Type V (Paddle-over-disk)","50","0.1% Hydroxypropyl-beta-cyclodextrin at 32º C","900","0.25, 0.5, 1, 2, 4, 8, 12, 16, 20 and 24 hours","05/20/2009"
"Ethionamide","Tablet","I (Basket)","75","0.1 N HCl","900","10, 20, 30, 45 and 60 ","01/31/2013"
"Ethosuximide","Capsule","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Etidronate Disodium","Tablet","","","Develop a dissolution method","","","01/03/2024"
"Etodolac","Tablet","","","Refer to USP","","","01/14/2008"
"Etodolac","Tablet (Extended Release) ","","","Refer to USP","","","06/24/2010"
"Etoposide","Capsule","","","Refer to USP","","","06/24/2010"
"Etrasimod Arginine","Tablet","II (Paddle)","75","50 mM Phosphate buffer w/0.2% Tween 20, pH 6.8","900","5, 15, 20, 30 and 45","11/15/2024"
"Etravirine (200 mg)","Tablet ","II (Paddle) ","70","1.0 % Sodium lauryl sulfate (SLS) in 0.01 M HCl in two phases: Phase 1: 1000 mL of degassed 0.01 M HCl for 10 minutes. Phase 2: Add  800 mL of 2.25% SLS in 0.01 M HCl.","1000 (phase 1): 1800  (phase 2)","Phase 1: No Sampling.                    Phase 2: 5, 10, 20, 30, 45, 60 and 90","06/30/2011"
"Etravirine (25 and 100 mg)","Tablet ","II (Paddle) ","50","1.0 % Sodium lauryl sulfate (SLS) in 0.01 M HCl in two phases: Phase 1: 500 mL of degassed 0.01 M HCl for 10 minutes. Phase 2: Add  400 mL of 2.25% SLS in 0.01 M HCl.","500 (phase 1): 900 (phase 2)","Phase 1: No Sampling.                    Phase 2: 5, 10, 20, 30, 45, 60 and 90","08/14/2014"
"Everolimus","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Exemestane","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Exenatide Synthetic (2 mg)","For Suspension, Extended Release","","","Develop a method to characterize in vitro release ","","","07/07/2022"
"Exenatide Synthetic (2 mg/0.85 mL)","Suspension, Extended Release","","","Develop a method to characterize in vitro release ","","","07/07/2022"
"Ezetimibe","Tablet","II (Paddle)","50","0.45% SLS in 0.05 M Acetate Buffer, pH 4.5","500","10, 20, 30 and 45","01/14/2008"
"Ezetimibe/Simvastatin","Tablet","II (Paddle)","50","0.01 M Sodium Phosphate, pH 7.0/0.5% SDS","900","5, 10, 20 and 30","01/03/2007"
"Ezogabine","Tablet ","II (Paddle)","75","0.01 N HCl","1000","5, 10, 15, 20 and 30","08/15/2013"
"Famciclovir","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Famotidine","Tablet","","","Refer to USP","","","02/09/2023"
"Famotidine","Tablet (Orally Disintegrating)","II (Paddle)","50","0.1 M Phosphate Buffer, pH 4.5 ","900","2, 5, 10, 15 and 20 ","10/06/2008"
"Famotidine","Tablet (Chewable)","II (Paddle)","50","0.1 M Phosphate Buffer, pH 4.5","900","10, 20, 30, 45 and 60","01/29/2004"
"Famotidine","Suspension","II (Paddle)","25 and 50","0.1 M Phosphate buffer, pH 4.5","900","10, 15, 30 and 45","11/25/2008"
"Famotidine/Calcium Carbonate/Magnesium Hydroxide","Tablet (Chewable)","","","Develop a dissolution method ","","","12/15/2009"
"Famotidine/Ibuprofen","Tablet ","II (Paddle)","50","0.05 M Phosphate Buffer, pH 7.2","900","5, 10, 15, 20, 30 and 45","08/15/2013"
"Febuxostat","Tablet ","II (Paddle)","75","0.05 M Phosphate Buffer, pH 6.0","900 ","5, 10, 15, 20 and 30","08/15/2013"
"Fedratinib HCl","Capsule","I (Basket)","50","0.1 N HCl","900","5, 10, 15, 20 and 30","08/19/2021"
"Felbamate","Suspension","","","Develop a dissolution method","","","09/15/2023"
"Felbamate","Tablet","","","Develop a dissolution method","","","01/03/2024"
"Felodipine","Tablet (Extended Release)","","","Develop a dissolution method","","","01/03/2024"
"Fenofibrate","Capsule","II (Paddle)","75","Phosphate Buffer w/ 2% Tween 80 and 0.1% pancreatin, pH 6.8","900","15, 30, 45, 60, 90 and 120","02/19/2008"
"Fenofibrate","Capsule (Micronized)","","","Develop a dissolution method","","","09/15/2023"
"Fenofibrate (40 mg and 120 mg)","Tablet ","","","Develop a dissolution method","","","09/15/2023"
"Fenofibrate (48 mg and 145 mg)","Tablet ","","","Develop a dissolution method","","","09/15/2023"
"Fenofibrate (54 mg and 160 mg)","Tablet ","","","Develop a dissolution method","","","09/15/2023"
"Fenofibric Acid","Tablet","II (Paddle)","75","Phosphate buffer, pH 6.8","900","5, 15, 30, 45 and 60","08/05/2010"
"Fenoprofen Calcium","Capsule","","","Refer to USP","","","11/25/2008"
"Fentanyl","Transdermal ","VII (Reciprocating holder)- cylinder.","30 cycles per minute. amplitude of  about 2m.","Equimolar mixture of 0.005 M phosphoric acid solution, and 0.005 M sodium phosphate, monobasic monohydrate (pH ~ 2.6). at 32° C. Change the test samples into fresh pre-equilibrated release medium at the time points indicated.   Remove the protective liner and place the film onto a piece of nylon netting with adhesive facing the net. Secure the netting and transdermal system using nylon tie wraps at the top and bottom of the cylinder on the holder. The adhesive side faces towards the media.","250 mL for the 75 and 100 mcg/hr, 200 mL for the 50 mcg/hr and 150 mL for the 25 and 12.5 mcg/hr dosage strength.","0.5, 1, 2, 4 and 24 hours","06/09/2011"
